tconst,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,budget,id_TMDB,origin_country,original_language,overview,popularity_film,poster_path,revenue,spoken_languages,tagline,b_annonce,key_words
tt0012349,The Kid,1921,68,"Comedy,Drama,Family",8.2,137924,250000.0,10098,['US'],en,"Un vagabond recueille un enfant abandonné par sa jeune mère qui, quelques années plus tard, est prise de remords et tente de retrouver son fils.",15.652,https://media.themoviedb.org/t/p/original/1d0TOt6CjLRFCYh6yh0les0gmXR.jpg,2500000.0,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",6 bobines de joie.,https://www.youtube.com/watch?v=UBX2Yy2dqg4,"['angel', 'suicide attempt', 'fistfight', 'slapstick comedy', 'black and white', 'class differences', 'foundling', 'silent film', 'dream sequence', 'semi autobiographical', 'car theft', 'little tramp', 'illegitimate child', 'unwed mother', 'abandoned baby', 'out of wedlock child', 'raised like own child', 'good deed doer']"
tt0013427,Nanook of the North,1922,78,Documentary,7.6,13733,53000.0,669,"['US', 'FR']",en,"Dans le Grand Nord canadien, la vie quotidienne d'une famille d'Esquimaux au fil des saisons. Présentation de Nanouk et des siens en été : arrivée du kayak pagayé par Nanouk et d'où sortent successivement tous les membres de sa famille, sa femme, leurs deux enfants et sa belle-sœur ; vente au comptoir local des fourrures récoltées au cours de l'hiver ; écoute amusée de la musique jouée sur un gramophone (il mordille le disque en riant) ; chasse à l'otarie ; pêche en mer. En hiver : déplacement de la famille en traîneau à chiens, chasse au renard blanc, construction d'un igloo avec une niche pour les chiots, exercice du jeune fils à la chasse aux phoques, installation pour la nuit dans l'igloo. Au cours d'un voyage, la famille est surprise par une tempête de neige et trouve refuge dans un igloo abandonné tandis que les chiens restent dehors, pelotonnés sous le blizzard.",10.952,https://media.themoviedb.org/t/p/original/b0FJ0GotJyivHdgaiXY4vyoKXBA.jpg,0.0,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",Les us et coutumes des Esquimaux du grand Nord canadien.,https://www.youtube.com/watch?v=2VNBg2A-fXY,"['canada', 'winter', 'fishing', 'polar zone', 'harpoon', 'inuit', 'quebec', 'husky', 'kayak', 'walrus', 'arctic polar circle region', 'silent film']"
tt0014532,The Ten Commandments,1923,136,"Biography,Drama,History",6.8,2739,1800000.0,24805,['US'],en,"Dans sa première partie, le film raconte l'épisode biblique de la captivité des Hébreux en Égypte à l'époque du pharaon Ramsès II (Charles de Rochefort), leur exode vers la Terre Promise, la traversée de la Mer Rouge, Moïse (Theodore Roberts) recevant les tables des Dix Commandements. La seconde partie se situe dans les années 1920. Elle relate l'histoire des deux fils d'une femme bigote (Edythe Chapman), l'un mauvais garçon (Rod La Roque), l'autre sérieux (Richard Dix), qui convoitent tous deux la même jeune femme.",13.367,https://media.themoviedb.org/t/p/original/uQNsUtxDp5G3qq1a2Wc1ycjF5AL.jpg,0.0,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",,https://www.youtube.com/watch?v=XbmLp_Pl3pY,"['dancing', 'army', 'moses', 'hunger', 'cathedral', 'stowaway', 'sin', 'money', 'black and white', 'church', 'slave', 'dog', 'dead boy', 'silent film', 'pearl necklace', 'newspaper article', 'pharaoh', 'passover']"
tt0017925,The General,1926,78,"Action,Adventure,Comedy",8.1,100171,750000.0,961,['US'],en,"Conducteur de locomotive, Johnnie Gray habite à Marietta, en Géorgie. Il est fiancé à Annabelle Lee. La guerre de Sécession éclate : le père et le frère de la jeune fille sont incorporés. Pas Johnny, qu'on juge plus utile à son poste et qu'entache ainsi, aux yeux de tous et même de sa fiancée, un soupçon de couardise. Un jour, des soldats nordistes volent sa locomotive, la «General», et enlèvent dans la foulée sa fiancée, Annabelle Lee. De peur d'être définitivement pris pour un lâche, Johnnie s'en va-t-en guerre : il se lance seul à la poursuite des voleurs...",11.15,https://media.themoviedb.org/t/p/original/fBqCF0ScIDElrSKzaXz0fHc85Nj.jpg,1000000.0,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]","L'histoire d'un garçon, d'une fille et d'une locomotive.",https://www.youtube.com/watch?v=ZROzVhuddiI,"['cannon', 'army', 'general', 'southern usa', 'spy', 'fiancé', 'bridge', 'engineer', 'attack', 'black and white', 'train', 'silent film', 'behind enemy lines', 'american civil war']"
tt0018742,The Cameraman,1928,76,"Comedy,Drama,Family",8.0,13500,0.0,31411,['US'],en,"A New-York, les débuts de Shannon comme reporter d'une compagnie d'actualités cinématographiques sont désastreux. Encouragé par Sally, la secrétaire de la compagnie, il s'impose en tournant une émeute dans le quartier chinois. Ensuite, il sauve Sally évanouie lors d'un accident de hors-bord ; exploit que s'attribue un lâche, mais un singe avait tourné la manivelle de l'appareil de Keaton et filmé la scène.",6.686,https://media.themoviedb.org/t/p/original/chSpEcxU7yC9XwaUuUDtbH8TVjc.jpg,0.0,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",,https://www.youtube.com/watch?v=kbGF-ICdN-c,"['new york city', 'love at first sight', 'date', 'chinatown', 'street war', 'beautiful woman', 'secretary', 'gun battle', 'black and white', 'monkey', 'policeman', 'infatuation', 'silent film', 'physical comedy', 'cameraman', 'yankee stadium', 'changing room', 'baseball stadium', 'street fight', 'streetcar', 'newsreel cameraman', 'heroic rescue', 'public pool', 'chinese tong', 'newsreel office', 'rumble', 'chinese festival', 'monkey with gun']"
tt0022125,Marius,1931,130,"Comedy,Drama,Romance",7.8,2657,0.0,42818,['FR'],fr,"César astique son comptoir et sert de généreux pastis aux habitués de son café, le bar de la Marine, installé sur le Vieux-Port de Marseille. Entre deux parties de cartes avec ses plus fidèles clients, il espère que Marius, son fils, lui succédera bien gentiment à la tête de sa petite affaire. Mais Marius a d'autres ambitions. Il ne rêve que de voyages au long cours, sur les grands bateaux qu'il ne cesse de voir appareiller depuis son enfance. Fanny, la fille d'Honorine Cabanis, la poissonnière, aimerait bien, elle aussi, retenir Marius. Pourtant, c'est le bon Panisse, l'un des amis de César, qui la demande en mariage. Et César de sortir de ses gonds...",5.099,https://media.themoviedb.org/t/p/original/tXzmV2LCH8zSNlFmcAQTGKzqv6y.jpg,0.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",,https://www.youtube.com/watch?v=z3G1GkEAGmw,['love']
tt0022827,Doctor X,1932,76,"Comedy,Crime,Horror",6.4,4421,0.0,3574,['US'],en,"Un dangereux maniaque tue des femmes, uniquement lors des nuit de pleine lune. La police découvre que le tueur utilise un scalpel qui n'est employé qu'à l'académie de médecine du Docteur Xavier. Celui-ci décide alors de mener une enquête afin de déterminer lequel des scientifiques travaillant dans son établissement est le tueur, surnommé ""Tueur de la pleine lune""...",7.1,https://media.themoviedb.org/t/p/original/z8hlncTkxO58t5KAvNRTXnm29Ii.jpg,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",,https://www.youtube.com/watch?v=H-hroT4t-1s,"['new york city', 'experiment', 'full moon', 'morgue', 'mad scientist', 'reporter', 'series of murders', 'pre-code', 'scalpel']"
tt0022877,Fanny,1932,125,"Comedy,Drama",7.8,1983,0.0,43146,['FR'],fr,"Marius est parti en mer. Fanny découvre qu'elle est enceinte et l'annonce à sa mère, qui manque de s'étouffer sous le poids de ce soudain déshonneur. Remise de son émotion, Honorine imagine vite une parade qui réglerait la question en douceur. Si Panisse, depuis toujours amoureux de sa fille, acceptait de l'épouser, le pire serait évité. Fanny ne dédaigne pas cette solution mais préfère avouer la vérité à Panisse, qui ne se laisse pas impressionner. Cet enfant a besoin d'un père. Panisse sera celui-là. César montre, quant à lui, davantage de réticences, mais ne peut empêcher le mariage. Le petit Césariot vient au monde. Panisse l'élève avec un amour inégalé...",5.416,https://media.themoviedb.org/t/p/original/g8spWFaSdOIz4W1NJeDUG6PgGYu.jpg,0.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",,https://www.youtube.com/watch?v=HOHN0t-mlKc,"['husband wife relationship', 'sexual obsession', 'platonic love', 'moral conflict', 'love', 'pregnant woman', 'selfishness', 'older husband', 'ego in love', 'tragicomedy', 'maternal love', 'pregnant without husband']"
tt0023293,The Old Dark House,1932,72,"Adventure,Comedy,Drama",7.0,13643,0.0,31592,['US'],en,"Dans une région reculée du Pays de Galles, cinq voyageurs assaillis par une tempête incessante trouvent refuge dans un vieux manoir.",7.774,https://media.themoviedb.org/t/p/original/9WQbHaqy7LWptKM9M4MDTT4eLWa.jpg,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",,https://www.youtube.com/watch?v=NDOTuOBrxps,"['wales', 'based on novel or book', 'family secrets', 'social satire', 'old dark house', 'madness', 'pre-code', 'isolated house', 'stormy night', 'creepy house', 'mute servant', 'social prejudices']"
tt0023470,The Sign of the Cross,1932,125,"Drama,History",6.8,2784,0.0,50070,['US'],en,"Alors que les Chrétiens sont la cible de la vindicte de Néron, Marcus Superbus, le préfet de Rome, tombe amoureux de l'une d'entre eux, Mercia. Poppée, femme de Néron et maîtresse de Marcus, fait arrêter la belle Chrétienne, qui est condamnée à être jetée aux lions...",2.854,https://media.themoviedb.org/t/p/original/zdgBEa7OUKCcFfG1sRiWCMKJIA8.jpg,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",,https://www.youtube.com/watch?v=LDoqRDijMjA,"['arena', 'ancient rome', 'empress', 'pre-code', 'nero', '1st century']"
tt0024034,42nd Street,1933,89,"Comedy,Drama,Musical",7.3,13250,439000.0,3062,['US'],en,"Épris de l'actrice Dorothy Brock, Abner Dillon finance une revue dont la jeune femme doit être la vedette mais celle-ci aime en réalité son ancien partenaire Pat Denning. Julian Marsh est chargé de la mise au point de la revue. Les répétitions se poursuivent, mais Dorothy, voyant Pat avec la jeune Peggy Sawyer, croit qu'il la trompe. La veille de la première, elle insulte Dillon qui du coup refuse de continuer à financer le spectacle à moins que Dorothy n'en soit renvoyée. Dillon consent par la suite à se contenter des excuses de Dorothy. Cette dernière se brise une cheville. Qui va donc pouvoir la remplacer ? Ann qui a remplacé Dorothy auprès de Dillon est candidate, mais Marsh la juge incapable d'assurer le spectacle. Il choisit Peggy. Le jeune Billy Lawler assure Peggy de tout son amour. Peggy qui avait le trac est rassurée par cet aveu et le spectacle est un triomphe.",6.297,https://media.themoviedb.org/t/p/original/hom3j6yu6whjGbxmMoqbUdC5b5M.jpg,2281000.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",,https://www.youtube.com/watch?v=iM_Xjw4m0ro,"['philadelphia, pennsylvania', 'musical', 'stage show', 'director', 'dog', 'broadway', 'pre-code', 'fainting', 'chorus girl', 'eviction', 'financial crisis']"
tt0024593,The Son of Kong,1933,70,"Adventure,Family,Sci-Fi",5.6,5472,250000.0,43149,['US'],en,"Encore traumatisé par la mort de Kong, Carl Denham décide de quitter définitivement New York. Il s'embarque pour une nouvelle expédition vers l'île de Kong, afin de terminer le travail qu'il n'avait pu achever lors de son précédent voyage. Une mutinerie éclate bientôt à bord du navire....",18.087,https://media.themoviedb.org/t/p/original/zS5rHZP9hkPHlDlSHHLkZAxfETc.jpg,616000.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",,https://www.youtube.com/watch?v=XJMVPn3bIr8,"['mutiny', 'island', 'stowaway', 'earthquake', 'sequel', 'singer', 'bear', 'dinosaur', 'black and white', 'gentle giant', 'giant ape', 'rescue from fire', 'sea serpent', 'king kong']"
tt0024601,Sons of the Desert,1933,68,"Comedy,Family",7.5,9819,0.0,43128,['US'],en,"Laurel et Hardy, bourgeois respectables, partent pour Chicago où se tient une assemblée de leur confrérie « Les Fils du désert ». Oliver, pour échapper à son épouse, se fait passer pour malade et le médecin, complice, prescrit une croisière. Madame Hardy, ne supportant pas le bateau, doit laisser partir son mari avec son ami Stan...",11.501,https://media.themoviedb.org/t/p/original/dQyOluq3R2b6U58nKPmRJH10Q7K.jpg,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",,https://www.youtube.com/watch?v=pCIc2mEu3Bo,"['husband wife relationship', 'deceived wife', 'deception', 'pre-code', 'next door neighbor', 'domineering wife', 'convention', 'subterfuge', 'best friends']"
tt0025746,The Scarlet Empress,1934,104,"Drama,History,Romance",7.5,7418,900000.0,31527,['US'],en,"Comment la jeune princesse Sophia Frederica devient la grande Catherine II de Russie. Face aux folies de la cour, celle-ci se laissera séduire par Alexei puis par le chef des gardes du palais, Orloff.",7.301,https://media.themoviedb.org/t/p/original/xsto42HkxJI5M6ZranjyJDRUc9r.jpg,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",,https://www.youtube.com/watch?v=OVShA6S7p-4,"['based on novel or book', 'royal family', 'biography', 'empress', 'royalty', 'pre-code', '18th century', 'catherine the great']"
tt0025919,Twentieth Century,1934,91,"Comedy,Romance",7.3,7446,0.0,31835,['US'],en,"Dans les années 1930, aux États-Unis. Un producteur de Broadway fait d'une inconnue une vedette. Pour échapper à sa tutelle, elle part à Hollywood où elle triomphe. Pendant ce temps, lui décline. Ils se retrouvent dans le train de Chicago à New-York...",6.903,https://media.themoviedb.org/t/p/original/3a5n2YUZO4D2c0HLGhMUREE1Et6.jpg,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",,https://www.youtube.com/watch?v=J6Hvk11S2io,"['stage', 'theater play', 'disguise', 'rehearsal', 'pre-code', 'protégé', 'ham', 'hysterics']"
tt0027478,Le crime de Monsieur Lange,1936,77,"Comedy,Crime,Drama",7.3,3776,0.0,52677,['FR'],fr,"M. Lange est employé dans la société d'édition de Batala, patron véreux et sans scrupules. Durant ses heures de loisir, Lange écrit des histoires : les aventures d'Arizona Jim. Batala, menacé de poursuites pour n'avoir pas honoré un contrat publicitaire, décide de publier Arizona Jim, en modifiant à l'insu de l'auteur certains passages afin d'intégrer des réclames au texte. Ne pouvant plus honorer ses dettes, Batala prend la fuite. Le train dans lequel il s'enfuit a un grave accident, et on l'annonce mort. Les employés des éditions Batala s'organisent en coopérative, et lancent un nouveau magazine dont Arizona Jim est la figure principale. C'est un immense succès auprès du jeune public. Mais quelque temps plus tard, Batala, qui avait profité de l'accident de train pour voler l'identité d'une des victimes revient et réclame une part des bénéfices.",6.138,https://media.themoviedb.org/t/p/original/iFJ8Y3WpQpQ8dOKrdBVRWhJtA2k.jpg,0.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",,https://www.youtube.com/watch?v=_BaeFahO6hw,['fake identity']
tt0027552,Drôle de drame,1937,84,Comedy,7.4,1999,0.0,59950,['FR'],fr,"Londres 1900. Le très sérieux professeur de botanique Irwin Molyneux n'est autre que Félix Chapel, auteur de romans policiers. L’évêque de Bedford, cousin d'Irwin, n’apprécie guère ce genre de littérature et le déclare bien fort lors d'un souper où il est invité chez les Molyneux. L'absence de Margaret, la femme de Molyneux, à ce souper, va déclencher une série de quiproquos fort amusants.",3.629,https://media.themoviedb.org/t/p/original/hoWcquuOe1zXUbFNSAdNSww1mtX.jpg,0.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Un scandale va bouleverser ces honorables personnages...,https://www.youtube.com/watch?v=ncVE2PtmJpY,"['botanist', 'victorian england']"
tt0027977,Modern Times,1936,87,"Comedy,Drama,Romance",8.5,266083,1500000.0,3082,['US'],en,"Charlot est ouvrier dans une gigantesque usine. Il resserre quotidiennement des boulons. Mais les machines, le travail à la chaîne le rendent malade, il abandonne son poste, recueille une orpheline et vit d'expédients. Le vagabond et la jeune fille vont s'allier pour affronter ensemble les difficultés de la vie…",15.906,https://media.themoviedb.org/t/p/original/gcRA8st7q01xDuA34JmrzGG563w.jpg,1800000.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",L'humanité à la recherche du bonheur.,https://www.youtube.com/watch?v=gWsU67J-qUc,"['factory', 'ambulance', 'invention', 'tramp', 'great depression', 'industrial revolution', 'slapstick comedy', 'black and white', 'machine', 'pardon', 'guilty', 'silent film']"
tt0028201,Le roman d'un tricheur,1936,81,Comedy,7.5,2607,0.0,65642,['FR'],fr,"Assis à la terrasse d'un café, un homme rédige ses mémoires : il raconte comment son destin fut définitivement scellé lorsque, à l'âge de douze ans, parce qu'il avait volé dans le tiroir-caisse de l'épicerie familiale pour s'acheter des billes, il fut privé de dîner. Le soir même, toute sa famille meurt empoisonnée en mangeant un plat de champignons. Seul dans la vie et ayant ainsi constaté l'inutilité d'être honnête, il n’aura par la suite qu’une seule ambition, devenir riche. Voyant dans sa survie un signe du destin, il choisit de parvenir à ses fins en devenant tricheur et voleur professionnel.",4.916,https://media.themoviedb.org/t/p/original/uJ2Dh5XIFbCkkzT9lwJQmhL1DFc.jpg,0.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",,https://www.youtube.com/watch?v=q8ol6XfUR1E,"['gambler', 'jewel thief', 'scoundrel']"
tt0029583,Snow White and the Seven Dwarfs,1937,83,"Adventure,Animation,Family",7.6,220141,1488423.0,408,['US'],en,"Blanche Neige est une princesse d’une très grande beauté, ce qui rend jalouse sa belle‐mère. Celle‐ci demande quotidiennement à son miroir magique de lui dire qu’elle est la plus belle; mais un jour, le miroir affirme que la plus belle femme du royaume est Blanche Neige. La reine décide alors de la tuer, mais le garde chargé de cette tâche ne trouve pas le courage et abandonne Blanche Neige dans la forêt. Perdue, à bout de force, elle échoue dans une maison où habitent sept nains.",65.069,https://media.themoviedb.org/t/p/original/dZy4vDboXhihq0AqTup8lzVBXkg.jpg,184925486.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]","Un film qui fait vibrer toutes les générations de spectateurs, petits ou grands.",https://www.youtube.com/watch?v=I0gmCl3fxJs,"['witch', 'dying and death', 'princess', 'becoming an adult', 'dwarf', 'poison', 'sadness', 'queen', 'attempted murder', 'villain', 'miner', 'apple', 'candlelight vigil', 'evil queen', 'based on fairy tale', 'magic mirror']"
tt0030252,Hôtel du Nord,1938,83,"Comedy,Drama,Romance",7.5,3337,0.0,48369,['FR'],fr,"Un hôtel modeste au bord du canal Saint-Martin abrite une clientèle bigarrée. Pierre et Renée, un couple d'amoureux, décident d'en finir avec la vie. Ce qui va s'avérer plus difficile que prévu. Un autre couple, M. Edmond, mystérieux homme, et Raymonde, une prostituée, vont se mêler à l'histoire des amoureux désespérés.",6.008,https://media.themoviedb.org/t/p/original/bCEHkWyfrcrjFFmcM6FKskVT6US.jpg,0.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",,https://www.youtube.com/watch?v=qj74ic_MZYM,"['hotel', 'prostitute', 'france', 'sexual freedom', 'prison visit', 'blood transfusion', 'suicide pact', 'sexual liberation', 'sexually aggressive woman', 'young lovers', 'canal locks', 'bohemians', 'wife swapping', 'suicide by gun']"
tt0030824,Swiss Miss,1938,71,"Comedy,Musical",6.6,2379,700000.0,82394,['US'],en,"Parce que dans les Alpes il y a beaucoup de fromage, Laurel et Hardy tentent d'y vendre des pièges à rats. Non loin de là, à l'hôtel des Alpes, le célèbre compositeur viennois Victor Albert est venu se ressourcer et travailler, incognito, sur sa prochaine opérette tyrolienne et surtout loin de son épouse, accompagné par Edward, son imprésario.",4.994,https://media.themoviedb.org/t/p/original/sNPbItc63vjCwNLpqckKnbs4ggA.jpg,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",,https://www.youtube.com/watch?v=4TfqGHoDiNU,"['gorilla', 'switzerland', 'tyrol', 'black and white', 'swiss alps', 'rope bridge', 'piano', 'mousetrap', 'suspension bridge', 'saint bernard dog']"
tt0031679,Mr. Smith Goes to Washington,1939,129,"Comedy,Drama",8.1,123443,1500000.0,3083,['US'],en,"Jefferson Smith est très aimé des Boys Rangers, un club de jeunes garçons qu'il dirige. Cet homme populaire et naïf est une affaire pour le gouverneur Hopper et son chef politique Jim Taylor, qui en font un sénateur idéal pour couvrir leurs sombres histoires. Mr. Smith devient alors vite la risée du Congrès et est, malgré lui, compromis dans une affaire louche. Après un moment de découragement et grâce à sa secrétaire, il prend la parole au Sénat et la garde vingt-trois heures durant.",12.269,https://media.themoviedb.org/t/p/original/z9NYHniIiV5tq7f1NskpoNu7hhI.jpg,9600000.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]","Romance, drame, rires et chagrins ... créés du cœur et du sol Américain!",https://www.youtube.com/watch?v=yOqrJCwSqn8,"['governor', 'washington dc, usa', 'senate', 'senator', 'sightseeing', 'politician', 'idealist', 'dam', 'camp', 'conservative', 'black and white', 'disillusionment', 'political corruption', 'integrity', 'usa politics', 'determination', 'filibuster', 'walkout', 'political machine', 'smear campaign', 'expulsion attempt']"
tt0031725,Ninotchka,1939,110,"Comedy,Romance",7.8,23454,1365000.0,1859,['US'],en,Une austère commissaire politique soviétique est envoyée à Paris pour négocier l'acquisition de bijoux et ramener dans le droit chemin des collègues qui ont succombé aux charmes du capitalisme décadent.,9.785,https://media.themoviedb.org/t/p/original/hHMFnIHCIfBWSvOU8WZEAzs4iaB.jpg,2279000.0,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Garbo rit,https://www.youtube.com/watch?v=GsmzZP-QKiU,"['capitalist', 'paris, france', 'capitalism', 'white russian', 'communist', 'jewelry', 'satire', 'fur']"
tt0032138,The Wizard of Oz,1939,102,"Adventure,Family,Fantasy",8.1,437093,2777000.0,630,['US'],en,Dorothy Gale est emportée par une tornade loin de sa ferme du Kansas et se retrouve au pays magique d'Oz. Elle se lance alors dans une quête avec ses nouveaux amis pour voir le magicien qui pourra aider ses amis et l'aider à rentrer chez elle au Kansas.,130.069,https://media.themoviedb.org/t/p/original/zkgwwlc7fM2vuk5IlYnnprDCifX.jpg,33754967.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Une éblouissante fantaisie en couleurs !,https://www.youtube.com/watch?v=J6SKfAIiUks,"['witch', 'adolescence', 'dream', 'based on novel or book', 'secret identity', 'lion', 'tornado', 'twister', 'scarecrow', 'villain', 'musical', 'kansas, usa', 'imaginary land', 'cowardliness', 'monkey', 'female villain', 'fantasy world', 'wizard', 'sepia color', 'hourglass', 'red shoes', 'based on young adult novel', 'tin man', 'wicked', 'whimsical', 'adoring', 'bold', 'cheerful', 'exuberant', 'oz', 'wizard of oz', 'wonderful wizard of oz']"
tt0032455,Fantasia,1940,124,"Animation,Family,Fantasy",7.7,106070,2280000.0,756,['US'],en,"Ce chef-d’œuvre intemporel de Walt Disney est une célébration de sons et lumières de huit séquences, alliant musique classique et animations innovantes de l'époque. Admirez « La Suite Casse-Noisette », « L’Apprenti Sorcier », « La Danse des Heures » et « Une Nuit sur le Mont Chauve ». Écoutez la musique prendre vie, regardez les images exploser en chanson et vivez l’exaltation de Fantasia.",30.892,https://media.themoviedb.org/t/p/original/hg5QpPLIvaFEon60Vyo2CK3LB1C.jpg,76411819.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Le son le plus sensationnel que vous n'aurez jamais vu!,https://www.youtube.com/watch?v=tsOgp7edsO0,"['classical music', 'villain', 'orchestra', 'musical', 'cartoon mouse', 'wizard', 'live action and animation']"
tt0032553,The Great Dictator,1940,125,"Comedy,Drama,War",8.4,243134,2000000.0,914,['US'],en,"Dans le ghetto juif vit un petit barbier qui ressemble énormément à Adenoid Hynkel, le dictateur de Tomania qui a décidé l'extermination du peuple juif. Au cours d'une rafle, le barbier est arrêté en compagnie de Schultz, un farouche adversaire d'Hynkel…",21.427,https://media.themoviedb.org/t/p/original/iklNcUOELu4VV8jZthsY0hsGW50.jpg,11000000.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Esperanto', 'iso_639_1': 'eo', 'name': 'Esperanto'}]",Pour une mondialisation heureuse et égalitaire…,https://www.youtube.com/watch?v=i2YinwcgpaA,"['amnesia', 'nazi', 'hairdresser', 'propaganda', 'world war i', 'dictator', 'jewish ghetto', 'fascism', 'world war ii', 'national socialism', 'national socialist party', 'satire', 'speech', 'black and white', 'barbershop', 'anti war', 'fictitious country']"
tt0032554,The Great McGinty,1940,82,Comedy,7.2,4628,0.0,36495,['US'],en,"Un patron corrompu réussit, par des moyens frauduleux,a faire d'un vagabond demeuré un gouverneur d'Etat.",8.005,https://media.themoviedb.org/t/p/original/muDzsFplW3Ojm51WKOkgPqLi06e.jpg,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",,https://www.youtube.com/watch?v=WeDHw32Ac2E,"['politics', 'great depression', 'black and white', 'depression era', 'banana republic', 'hobo', 'election fraud']"
tt0032599,His Girl Friday,1940,92,"Comedy,Drama,Romance",7.8,64442,0.0,3085,['US'],en,"Hildy Johnson quitte son époux Walter Burns, le sarcastique rédacteur en chef du journal dans lequel elle officie en tant que reporter. Fatiguée par l’atmosphère électrique de la rédaction, elle songe à se remarier avec Bruce Baldwin, un banal assureur et à mener une vie plus paisible. Walter, qui connaît la passion de sa femme pour son métier de journaliste, a l’idée farfelue de la reconquérir en l’envoyant interviewer et couvrir les dernières heures d’un condamné à mort.",9.039,https://media.themoviedb.org/t/p/original/rF7zYsS6dnoRRONU4FhvtMeYC2a.jpg,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Elle a appris l'existence des hommes grâce à lui !,https://www.youtube.com/watch?v=30M5Ed7cMH8,"['prison', 'journalist', 'suicide', 'journalism', 'based on play or musical', 'wager', 'fugitive', 'black and white', 'screwball comedy', 'corrupt politician', 'newspaper editor', 'insurance agent', 'fiancé fiancée relationship', 'press room', 'political corruption', 'rolltop desk', 'reprieve', 'criterion', 'bride-to-be', 'ex spouses', 'imminent execution', 'convicted murderer', 'comedy of remarriage']"
tt0032910,Pinocchio,1940,88,"Adventure,Animation,Comedy",7.5,163426,2600000.0,10895,['US'],en,"L’histoire intemporelle de Pinocchio inspire une nouvelle génération avec sa musique et ses personnages inoubliables. Quand Gepetto crée une marionnette et qu’elle devient un petit garçon en bois, son vœu devient réalité. Avec sa conscience, Jiminy Cricket, Pinocchio embarque dans une aventure qui mettra son courage, sa loyauté et son honnêteté à l’épreuve, afin de devenir un vrai petit garçon.",46.031,https://media.themoviedb.org/t/p/original/3GF5eUWvTEB90KzBlQnab4po7Wt.jpg,164000000.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Un héros de légende… Un chef‐d’œuvre du dessin animé !,https://www.youtube.com/watch?v=YQBeMwYUM5I,"['rescue', 'sea', 'child abuse', 'based on novel or book', 'magic', 'whale', 'italy', 'lie', 'fairy', 'villain', 'carnival', 'wish', 'puppet', 'nose', 'conscience', 'wish fulfillment', 'toy comes to life', 'animal cruelty', 'child slavery', 'pinocchio', 'cartoon donkey']"
